fiscal_year,Customer,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCounty,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2007,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,0,0.0000
2007,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,27,27,0,0.0000
2007,Defense,N,Sometimes Small Vendor,PDuns,0,0,0,275,277,888,477468.9900
2007,Defense,N,Sometimes Small Vendor,PDuns,0,0,1,1644,1706,5705,28694697.8486
2007,Defense,N,Sometimes Small Vendor,PDuns,0,1,1,10078,14304,367915,24698974658.5745
2007,Defense,N,Sometimes Small Vendor,PDuns,1,0,0,50,50,370,284048.0600
2007,Defense,N,Sometimes Small Vendor,PDuns,1,0,1,109,109,608,1881382.4398
2007,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,557,582,13381,649584310.9452
2007,Defense,N,Sometimes Small Vendor,PID,0,0,0,2,2,4,5427.0000
2007,Defense,N,Sometimes Small Vendor,PID,0,0,1,5,5,23,142020.0000
2007,Defense,N,Sometimes Small Vendor,PID,0,1,1,937,937,165692,36486726421.7400
2007,Defense,N,Sometimes Small Vendor,PID,1,1,1,4,4,2084,84777991.2300
2007,Defense,S,Always Small Vendor,Duns,1,0,0,1,1,2,2618.0000
2007,Defense,S,Always Small Vendor,PDuns,NULL,0,0,290,290,0,0.0000
2007,Defense,S,Always Small Vendor,PDuns,NULL,0,1,28,28,0,0.0000
2007,Defense,S,Always Small Vendor,PDuns,NULL,1,1,889,890,3,15757.0000
2007,Defense,S,Always Small Vendor,PDuns,0,0,0,4828,4829,8063,11846138.8633
2007,Defense,S,Always Small Vendor,PDuns,0,0,1,14567,14622,31265,154073236.2663
2007,Defense,S,Always Small Vendor,PDuns,0,1,1,31468,31988,287783,25576725658.3327
2007,Defense,S,Always Small Vendor,PDuns,1,0,0,145,145,232,365207.3594
2007,Defense,S,Always Small Vendor,PDuns,1,0,1,220,220,449,2220557.0695
2007,Defense,S,Always Small Vendor,PDuns,1,1,1,335,344,831,55150558.9318
2007,Defense,S,Always Small Vendor,PID,NULL,0,0,1,1,0,0.0000
2007,Defense,S,Always Small Vendor,PID,NULL,1,1,2,2,0,0.0000
2007,Defense,S,Always Small Vendor,PID,0,0,0,10,10,15,16709.5000
2007,Defense,S,Always Small Vendor,PID,0,0,1,25,25,52,229023.0000
2007,Defense,S,Always Small Vendor,PID,0,1,1,292,292,7031,1862933583.7768
2007,Defense,S,Always Small Vendor,PID,1,1,1,1,1,1,27367.0000
2007,Defense,U,Unlabeled Vendor,Duns,1,0,0,3,1,3,3323.0000
2007,Defense,U,Unlabeled Vendor,Duns,1,1,1,6,2,20,2358592.0000
2007,Defense,U,Unlabeled Vendor,Name,1,0,0,1,1,1,-2079.0000
2007,Defense,U,Unlabeled Vendor,Name,1,0,1,1,1,2,-1140.0000
2007,Defense,U,Unlabeled Vendor,Name,1,1,1,4,1,16,1351879.0000
2007,DHS,B,Big Five,PDuns,0,1,1,3,4,15,769831.7801
2007,DHS,B,Big Five,PID,0,1,1,5,5,1275,853981800.5431
2007,DHS,J,Large: Big 5 JV,PID,0,1,1,1,1,120,864422422.0625
2007,DHS,L,Large Vendor,PDuns,0,1,1,44,134,922,65321110.9803
2007,DHS,L,Large Vendor,PDuns,1,1,1,1,1,8,487337.8135
2007,DHS,L,Large Vendor,PID,0,1,1,140,140,12541,3995165989.2038
2007,DHS,M,Medium Vendor,Duns,0,1,1,1,1,2,56610.0000
2007,DHS,M,Medium Vendor,PDuns,NULL,0,0,18,18,2,2469.3700
2007,DHS,M,Medium Vendor,PDuns,NULL,0,1,7,7,6,17460.4000
2007,DHS,M,Medium Vendor,PDuns,NULL,1,1,24,24,10,4883789.7452
2007,DHS,M,Medium Vendor,PDuns,0,0,0,301,303,460,538952.3304
2007,DHS,M,Medium Vendor,PDuns,0,0,1,335,340,542,2975170.9211
2007,DHS,M,Medium Vendor,PDuns,0,1,1,647,704,2311,409877903.3405
2007,DHS,M,Medium Vendor,PDuns,1,0,0,5,5,7,11023.2800
2007,DHS,M,Medium Vendor,PDuns,1,0,1,9,9,12,89355.4499
2007,DHS,M,Medium Vendor,PDuns,1,1,1,23,25,160,3773814.1785
2007,DHS,M,Medium Vendor,PID,0,0,0,2,2,2,4156.8601
2007,DHS,M,Medium Vendor,PID,0,0,1,1,1,1,-790.0000
2007,DHS,M,Medium Vendor,PID,0,1,1,55,55,737,580347679.3345
2007,DHS,M,Medium Vendor,PID,1,1,1,1,1,3,69339.2598
2007,DHS,N,Sometimes Small Vendor,Duns,0,0,0,2,1,9,14218.7100
2007,DHS,N,Sometimes Small Vendor,Duns,0,0,1,1,1,3,11791.0796
2007,DHS,N,Sometimes Small Vendor,Duns,0,1,1,7,4,4594,32177896.9942
2007,DHS,N,Sometimes Small Vendor,Name,0,0,0,2,1,11,12095.6500
2007,DHS,N,Sometimes Small Vendor,Name,0,0,1,1,1,2,20453.6402
2007,DHS,N,Sometimes Small Vendor,PDuns,NULL,1,1,3,3,1,718620.0000
2007,DHS,N,Sometimes Small Vendor,PDuns,0,0,0,137,137,500,465376.3895
2007,DHS,N,Sometimes Small Vendor,PDuns,0,0,1,367,372,994,3880045.0503
2007,DHS,N,Sometimes Small Vendor,PDuns,0,1,1,3206,3750,20844,1254063565.0595
2007,DHS,N,Sometimes Small Vendor,PDuns,1,0,0,1,1,3,2706.0000
2007,DHS,N,Sometimes Small Vendor,PDuns,1,0,1,1,1,1,4189.0000
2007,DHS,N,Sometimes Small Vendor,PDuns,1,1,1,7,7,31,585277.1941
2007,DHS,N,Sometimes Small Vendor,PID,0,0,1,2,2,25,55126.9500
2007,DHS,N,Sometimes Small Vendor,PID,0,1,1,466,466,9208,2558302581.1779
2007,DHS,S,Always Small Vendor,Duns,0,0,0,56,2,79,96320.2803
2007,DHS,S,Always Small Vendor,Duns,0,0,1,44,1,58,375321.0609
2007,DHS,S,Always Small Vendor,Duns,0,1,1,13,2,29,331085.5555
2007,DHS,S,Always Small Vendor,Duns,1,0,1,1,1,1,5846.0698
2007,DHS,S,Always Small Vendor,Name,0,0,0,6,1,7,8417.4100
2007,DHS,S,Always Small Vendor,Name,0,0,1,5,1,7,17983.1001
2007,DHS,S,Always Small Vendor,Name,0,1,1,4,2,4,100359.6399
2007,DHS,S,Always Small Vendor,Name,1,0,1,1,1,1,10100.0000
2007,DHS,S,Always Small Vendor,PDuns,NULL,0,0,73,73,21,-97356.1700
2007,DHS,S,Always Small Vendor,PDuns,NULL,0,1,31,31,9,49966.2500
2007,DHS,S,Always Small Vendor,PDuns,NULL,1,1,217,217,35,16918806.2657
2007,DHS,S,Always Small Vendor,PDuns,0,0,0,1531,1533,2955,4082550.4005
2007,DHS,S,Always Small Vendor,PDuns,0,0,1,1938,1945,3418,15853684.3667
2007,DHS,S,Always Small Vendor,PDuns,0,1,1,4334,4380,16759,1464476400.4620
2007,DHS,S,Always Small Vendor,PDuns,1,0,0,3,3,3,17797.3899
2007,DHS,S,Always Small Vendor,PDuns,1,0,1,6,6,6,44760.0000
2007,DHS,S,Always Small Vendor,PDuns,1,1,1,11,12,14,734719.5401
2007,DHS,S,Always Small Vendor,PID,NULL,0,1,1,1,0,3000.0000
2007,DHS,S,Always Small Vendor,PID,0,0,0,4,4,9,9216.1001
2007,DHS,S,Always Small Vendor,PID,0,0,1,10,10,20,92761.4102
2007,DHS,S,Always Small Vendor,PID,0,1,1,56,56,1075,327963653.6904
2007,DHS,U,Unlabeled Vendor,Duns,0,0,0,20,2,24,36777.3101
2007,DHS,U,Unlabeled Vendor,Duns,0,0,1,19,2,25,154404.5213
2007,DHS,U,Unlabeled Vendor,Duns,0,1,1,13,2,25,250137.3102
2007,DHS,U,Unlabeled Vendor,Duns,1,0,0,1,1,1,700.0000
2007,DHS,U,Unlabeled Vendor,Duns,1,0,1,1,1,1,11036.9004
2007,DHS,U,Unlabeled Vendor,Name,0,0,0,2,1,3,-3113.3301
2007,DHS,U,Unlabeled Vendor,Name,0,0,1,5,2,5,11147.2099
2007,DHS,U,Unlabeled Vendor,Name,0,1,1,10,1,23,829910.0222
2007,DHS,U,Unlabeled Vendor,Name,1,1,1,1,1,1,25230.2598
2007,Energy,B,Big Five,PID,0,1,1,5,5,153,3008115564.3477
2007,Energy,J,Large: Big 5 JV,PID,0,1,1,1,1,18,450179129.5000
2007,Energy,L,Large Vendor,PDuns,0,1,1,15,31,90,3438330.8433
2007,Energy,L,Large Vendor,PID,0,1,1,89,89,1926,16882864602.8646
2007,Energy,M,Medium Vendor,PDuns,NULL,0,0,2,2,0,0.0000
2007,Energy,M,Medium Vendor,PDuns,NULL,1,1,1,1,3,14468985.0000
2007,Energy,M,Medium Vendor,PDuns,0,0,0,20,20,26,-1659615.2208
2007,Energy,M,Medium Vendor,PDuns,0,0,1,36,36,44,301868.0203
2007,Energy,M,Medium Vendor,PDuns,0,1,1,143,147,500,376072551.3635
2007,Energy,M,Medium Vendor,PDuns,1,0,1,3,3,3,25217.7402
2007,Energy,M,Medium Vendor,PDuns,1,1,1,21,21,31,329940.0210
2007,Energy,M,Medium Vendor,PID,0,0,0,1,1,2,-1522.0200
2007,Energy,M,Medium Vendor,PID,0,1,1,27,27,220,1179031370.6927
2007,Energy,N,Sometimes Small Vendor,Duns,0,1,1,1,1,33,23694626.0000
2007,Energy,N,Sometimes Small Vendor,PDuns,0,0,0,3,3,6,8276.2702
2007,Energy,N,Sometimes Small Vendor,PDuns,0,0,1,44,44,70,404358.2795
2007,Energy,N,Sometimes Small Vendor,PDuns,0,1,1,647,686,2527,447189691.4942
2007,Energy,N,Sometimes Small Vendor,PDuns,1,0,1,1,1,3,10704.7500
2007,Energy,N,Sometimes Small Vendor,PID,0,1,1,180,180,1572,303374643.5321
2007,Energy,S,Always Small Vendor,PDuns,NULL,0,0,5,5,0,0.0000
2007,Energy,S,Always Small Vendor,PDuns,NULL,1,1,4,4,0,706349.7813
2007,Energy,S,Always Small Vendor,PDuns,0,0,0,85,85,127,23454.8710
2007,Energy,S,Always Small Vendor,PDuns,0,0,1,328,328,576,2687045.0067
2007,Energy,S,Always Small Vendor,PDuns,0,1,1,850,860,4349,766549072.1632
2007,Energy,S,Always Small Vendor,PDuns,1,1,1,2,2,5,43391.5996
2007,Energy,S,Always Small Vendor,PID,0,0,1,1,1,1,10263.3604
2007,Energy,S,Always Small Vendor,PID,0,1,1,9,9,39,2204331.0846
2007,GSA,B,Big Five,PDuns,0,0,1,1,1,1,0.0000
2007,GSA,B,Big Five,PDuns,0,1,1,4,8,19,366736.6956
2007,GSA,B,Big Five,PID,0,1,1,5,5,2879,712149607.2708
2007,GSA,L,Large Vendor,PDuns,0,1,1,45,85,1271,49366594.6869
2007,GSA,L,Large Vendor,PDuns,1,1,1,1,1,1,26328.2500
2007,GSA,L,Large Vendor,PID,0,1,1,142,142,53679,2760183366.4201
2007,GSA,M,Medium Vendor,PDuns,NULL,0,0,9,9,1,1000.0000
2007,GSA,M,Medium Vendor,PDuns,NULL,1,1,188,188,6,3659466.5073
2007,GSA,M,Medium Vendor,PDuns,0,0,0,355,355,3264,4892069.1568
2007,GSA,M,Medium Vendor,PDuns,0,0,1,416,419,3785,27121503.1160
2007,GSA,M,Medium Vendor,PDuns,0,1,1,1960,2069,23505,1898719157.0210
2007,GSA,M,Medium Vendor,PDuns,1,0,1,1,1,6,13950.6003
2007,GSA,M,Medium Vendor,PDuns,1,1,1,17,17,27,4322348.1573
2007,GSA,M,Medium Vendor,PID,NULL,1,1,4,4,0,0.0000
2007,GSA,M,Medium Vendor,PID,0,0,0,5,5,22,44510.9611
2007,GSA,M,Medium Vendor,PID,0,0,1,1,1,1,4730.0000
2007,GSA,M,Medium Vendor,PID,0,1,1,97,97,1145,337069137.1081
2007,GSA,M,Medium Vendor,PID,1,1,1,1,1,0,0.0000
2007,GSA,N,Sometimes Small Vendor,Duns,0,1,1,4,3,181,4419701.4996
2007,GSA,N,Sometimes Small Vendor,PDuns,NULL,1,1,5,5,0,0.0000
2007,GSA,N,Sometimes Small Vendor,PDuns,0,0,0,47,48,886,404359.2936
2007,GSA,N,Sometimes Small Vendor,PDuns,0,0,1,249,253,8443,8881032.6461
2007,GSA,N,Sometimes Small Vendor,PDuns,0,1,1,3680,4178,406898,2918343484.4100
2007,GSA,N,Sometimes Small Vendor,PDuns,1,0,1,1,1,7,5511.1000
2007,GSA,N,Sometimes Small Vendor,PDuns,1,1,1,9,10,17,123136.0002
2007,GSA,N,Sometimes Small Vendor,PID,0,1,1,537,537,99158,1676407225.8743
2007,GSA,N,Sometimes Small Vendor,PID,1,1,1,1,1,1,-1181.7200
2007,GSA,S,Always Small Vendor,Duns,0,0,0,1,1,7,16433.5493
2007,GSA,S,Always Small Vendor,PDuns,NULL,0,0,61,61,1,8100.0000
2007,GSA,S,Always Small Vendor,PDuns,NULL,0,1,8,8,1,8513.7598
2007,GSA,S,Always Small Vendor,PDuns,NULL,1,1,1756,1757,1,4039039.7688
2007,GSA,S,Always Small Vendor,PDuns,0,0,0,1206,1207,14412,14732407.1989
2007,GSA,S,Always Small Vendor,PDuns,0,0,1,1812,1814,23581,99403331.3586
2007,GSA,S,Always Small Vendor,PDuns,0,1,1,7670,7701,174739,2576185525.3307
2007,GSA,S,Always Small Vendor,PDuns,1,0,0,1,1,1,2612.3401
2007,GSA,S,Always Small Vendor,PDuns,1,0,1,1,1,5,7267.9800
2007,GSA,S,Always Small Vendor,PDuns,1,1,1,6,6,108,238685.4600
2007,GSA,S,Always Small Vendor,PID,NULL,1,1,3,3,0,0.0000
2007,GSA,S,Always Small Vendor,PID,0,0,0,2,2,21,9549.1300
2007,GSA,S,Always Small Vendor,PID,0,0,1,6,6,11,65654.0000
2007,GSA,S,Always Small Vendor,PID,0,1,1,97,97,493,50970860.6507
2007,HHS,B,Big Five,PDuns,0,0,1,1,5,26,3629236.7207
2007,HHS,B,Big Five,PDuns,0,1,1,1,1,1,63540.7500
2007,HHS,B,Big Five,PID,0,1,1,4,4,709,461019594.3268
2007,HHS,L,Large Vendor,PDuns,0,1,1,35,107,986,122420005.1809
2007,HHS,L,Large Vendor,PDuns,1,1,1,1,1,11,390867.4446
2007,HHS,L,Large Vendor,PID,0,1,1,110,110,9232,5699023260.7601
2007,HHS,M,Medium Vendor,Duns,0,1,1,1,1,1,0.0000
2007,HHS,M,Medium Vendor,PDuns,NULL,0,0,8,8,2,0.0000
2007,HHS,M,Medium Vendor,PDuns,NULL,0,1,1,1,3,-16160.0000
2007,HHS,M,Medium Vendor,PDuns,NULL,1,1,32,32,4,9291134.5077
2007,HHS,M,Medium Vendor,PDuns,0,0,0,142,142,240,379987.9599
2007,HHS,M,Medium Vendor,PDuns,0,0,1,237,245,363,4854961.9220
2007,HHS,M,Medium Vendor,PDuns,0,1,1,849,904,3771,818793703.6626
2007,HHS,M,Medium Vendor,PDuns,1,0,0,7,7,8,22196.6997
2007,HHS,M,Medium Vendor,PDuns,1,0,1,25,26,35,284134.8906
2007,HHS,M,Medium Vendor,PDuns,1,1,1,72,74,180,101810211.4500
2007,HHS,M,Medium Vendor,PID,NULL,1,1,2,2,0,51289480.0000
2007,HHS,M,Medium Vendor,PID,0,0,0,1,1,1,5000.0000
2007,HHS,M,Medium Vendor,PID,0,0,1,1,1,3,9455.5498
2007,HHS,M,Medium Vendor,PID,0,1,1,57,57,605,568643491.9988
2007,HHS,M,Medium Vendor,PID,1,1,1,2,2,14,505992413.0000
2007,HHS,N,Sometimes Small Vendor,Duns,0,1,1,6,4,986,27428316.5170
2007,HHS,N,Sometimes Small Vendor,PDuns,NULL,0,0,2,2,0,0.0000
2007,HHS,N,Sometimes Small Vendor,PDuns,0,0,0,54,54,89,94444.4600
2007,HHS,N,Sometimes Small Vendor,PDuns,0,0,1,262,267,882,3370535.4182
2007,HHS,N,Sometimes Small Vendor,PDuns,0,1,1,2293,2776,19972,1557723701.7929
2007,HHS,N,Sometimes Small Vendor,PDuns,1,1,1,1,1,4,36998.0098
2007,HHS,N,Sometimes Small Vendor,PID,0,0,1,2,2,5,8185.0000
2007,HHS,N,Sometimes Small Vendor,PID,0,1,1,342,342,7323,2148133939.8064
2007,HHS,S,Always Small Vendor,Duns,0,0,0,1,1,2,220.0000
2007,HHS,S,Always Small Vendor,Duns,0,0,1,1,1,1,0.0000
2007,HHS,S,Always Small Vendor,Duns,0,1,1,4,2,11,670111.6094
2007,HHS,S,Always Small Vendor,PDuns,NULL,0,0,72,72,0,2000.0000
2007,HHS,S,Always Small Vendor,PDuns,NULL,0,1,1,1,0,12800.0400
2007,HHS,S,Always Small Vendor,PDuns,NULL,1,1,60,60,8,7846606.8799
2007,HHS,S,Always Small Vendor,PDuns,0,0,0,596,597,935,1463563.3394
2007,HHS,S,Always Small Vendor,PDuns,0,0,1,1347,1348,2579,12959160.7280
2007,HHS,S,Always Small Vendor,PDuns,0,1,1,3216,3231,11154,1175622805.7900
2007,HHS,S,Always Small Vendor,PDuns,1,0,0,2,2,2,5950.0000
2007,HHS,S,Always Small Vendor,PDuns,1,0,1,1,1,1,12000.0000
2007,HHS,S,Always Small Vendor,PDuns,1,1,1,8,8,9,551030.0000
2007,HHS,S,Always Small Vendor,PID,0,0,0,1,1,1,3520.7500
2007,HHS,S,Always Small Vendor,PID,0,0,1,1,1,1,0.0000
2007,HHS,S,Always Small Vendor,PID,0,1,1,55,55,826,164370692.4046
2007,HHS,U,Unlabeled Vendor,Name,0,1,1,2,2,3,52000.0000
2007,NASA,B,Big Five,PDuns,0,1,1,3,6,14,743717.4492
2007,NASA,B,Big Five,PID,0,1,1,5,5,1603,2276845841.2076
2007,NASA,J,Large: Big 5 JV,PID,0,1,1,1,1,101,1822951517.0000
2007,NASA,L,Large Vendor,PDuns,0,0,1,1,1,1,6826.7100
2007,NASA,L,Large Vendor,PDuns,0,1,1,21,39,220,72682216.5651
2007,NASA,L,Large Vendor,PDuns,1,1,1,1,1,1,8590.0000
2007,NASA,L,Large Vendor,PID,0,1,1,98,98,4318,3443162150.1428
2007,NASA,L,Large Vendor,PID,1,1,1,1,1,7,100040612.0000
2007,NASA,M,Medium Vendor,PDuns,NULL,1,1,2,2,1,5165820.6172
2007,NASA,M,Medium Vendor,PDuns,0,0,0,14,14,15,68525.0697
2007,NASA,M,Medium Vendor,PDuns,0,0,1,64,64,77,434104.5608
2007,NASA,M,Medium Vendor,PDuns,0,1,1,218,242,650,140034728.7203
2007,NASA,M,Medium Vendor,PDuns,1,0,0,7,7,7,11961.3301
2007,NASA,M,Medium Vendor,PDuns,1,0,1,13,13,15,84515.2504
2007,NASA,M,Medium Vendor,PDuns,1,1,1,47,48,101,62673425.9284
2007,NASA,M,Medium Vendor,PID,0,0,1,1,1,1,8500.0000
2007,NASA,M,Medium Vendor,PID,0,1,1,28,28,1831,2265388495.0133
2007,NASA,M,Medium Vendor,PID,1,1,1,1,1,1,121790.0000
2007,NASA,N,Sometimes Small Vendor,PDuns,0,0,0,1,1,1,3167.0000
2007,NASA,N,Sometimes Small Vendor,PDuns,0,0,1,54,54,110,646008.7311
2007,NASA,N,Sometimes Small Vendor,PDuns,0,1,1,1028,1150,4854,621248508.5133
2007,NASA,N,Sometimes Small Vendor,PDuns,1,0,1,1,1,1,8226.0000
2007,NASA,N,Sometimes Small Vendor,PDuns,1,1,1,5,5,8,122001.0000
2007,NASA,N,Sometimes Small Vendor,PID,0,1,1,263,263,4907,1272789634.5078
2007,NASA,S,Always Small Vendor,Name,0,0,1,1,1,1,-2502.2700
2007,NASA,S,Always Small Vendor,PDuns,NULL,0,0,3,3,0,0.0000
2007,NASA,S,Always Small Vendor,PDuns,NULL,1,1,10,10,0,7009002.8132
2007,NASA,S,Always Small Vendor,PDuns,0,0,0,76,76,99,144292.3493
2007,NASA,S,Always Small Vendor,PDuns,0,0,1,490,490,679,4094407.8855
2007,NASA,S,Always Small Vendor,PDuns,0,1,1,1732,1748,6756,989118688.6789
2007,NASA,S,Always Small Vendor,PDuns,1,0,0,3,3,4,41750.0000
2007,NASA,S,Always Small Vendor,PDuns,1,0,1,4,4,5,36400.0000
2007,NASA,S,Always Small Vendor,PDuns,1,1,1,6,6,7,657619.0000
2007,NASA,S,Always Small Vendor,PID,0,0,1,2,2,5,42790.0000
2007,NASA,S,Always Small Vendor,PID,0,1,1,36,36,295,158057601.2270
2007,NASA,U,Unlabeled Vendor,Duns,0,0,0,1,1,1,0.0000
2007,NASA,U,Unlabeled Vendor,Duns,0,1,1,1,1,6,65440.1202
2007,Other Agencies,B,Big Five,PDuns,0,0,1,2,14,97,6211697.9670
2007,Other Agencies,B,Big Five,PDuns,0,1,1,6,7,50,6691204.3700
2007,Other Agencies,B,Big Five,PID,0,1,1,5,5,4361,2629042950.8671
2007,Other Agencies,L,Large Vendor,PDuns,0,0,0,2,5,24,93232.9107
2007,Other Agencies,L,Large Vendor,PDuns,0,0,1,1,1,6,19945.5000
2007,Other Agencies,L,Large Vendor,PDuns,0,1,1,84,482,77761,635179102.7725
2007,Other Agencies,L,Large Vendor,PDuns,1,1,1,2,4,137,3157349.9965
2007,Other Agencies,L,Large Vendor,PID,0,1,1,191,191,327277,13746043495.1504
2007,Other Agencies,M,Medium Vendor,PDuns,NULL,0,0,218,218,24,-21266.5599
2007,Other Agencies,M,Medium Vendor,PDuns,NULL,0,1,52,52,21,126975.1694
2007,Other Agencies,M,Medium Vendor,PDuns,NULL,1,1,316,317,34,68474976.3358
2007,Other Agencies,M,Medium Vendor,PDuns,0,0,0,2771,2778,9335,6804875.2897
2007,Other Agencies,M,Medium Vendor,PDuns,0,0,1,2327,2397,9481,39189420.0651
2007,Other Agencies,M,Medium Vendor,PDuns,0,1,1,5534,6220,658204,5798558156.8739
2007,Other Agencies,M,Medium Vendor,PDuns,1,0,0,44,44,54,103539.5601
2007,Other Agencies,M,Medium Vendor,PDuns,1,0,1,101,101,143,920950.5917
2007,Other Agencies,M,Medium Vendor,PDuns,1,1,1,323,324,64738,174253543.0625
2007,Other Agencies,M,Medium Vendor,PID,NULL,0,0,2,2,0,0.0000
2007,Other Agencies,M,Medium Vendor,PID,NULL,1,1,4,4,0,653555.7129
2007,Other Agencies,M,Medium Vendor,PID,0,0,0,9,9,20,9460.6600
2007,Other Agencies,M,Medium Vendor,PID,0,0,1,14,14,35,166443.6599
2007,Other Agencies,M,Medium Vendor,PID,0,1,1,236,236,4212,3117872571.9880
2007,Other Agencies,N,Sometimes Small Vendor,Duns,0,1,1,6,4,313491,357031943.3565
2007,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,0,0,7,7,0,0.0000
2007,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,0,8000.0000
2007,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,1,1,17,22,5,2885943.2102
2007,Other Agencies,N,Sometimes Small Vendor,PDuns,0,0,0,1086,1115,33079,14710782.1453
2007,Other Agencies,N,Sometimes Small Vendor,PDuns,0,0,1,2155,2264,88794,57839842.9728
2007,Other Agencies,N,Sometimes Small Vendor,PDuns,0,1,1,9387,13933,2341288,10180613084.8283
2007,Other Agencies,N,Sometimes Small Vendor,PDuns,1,0,0,1,1,3,10459.0199
2007,Other Agencies,N,Sometimes Small Vendor,PDuns,1,0,1,3,3,6,21184.2900
2007,Other Agencies,N,Sometimes Small Vendor,PDuns,1,1,1,23,23,106,4671617.8768
2007,Other Agencies,N,Sometimes Small Vendor,PID,0,0,0,5,5,27,15922.4500
2007,Other Agencies,N,Sometimes Small Vendor,PID,0,0,1,1,1,7,11250.5400
2007,Other Agencies,N,Sometimes Small Vendor,PID,0,1,1,824,824,923460,7200949887.0104
2007,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,0,1705,1705,54,-59503.0211
2007,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,1,383,383,83,1879458.3826
2007,Other Agencies,S,Always Small Vendor,PDuns,NULL,1,1,1346,1347,117,125417142.5333
2007,Other Agencies,S,Always Small Vendor,PDuns,0,0,0,15950,15977,90154,54599200.3516
2007,Other Agencies,S,Always Small Vendor,PDuns,0,0,1,15060,15093,104954,179891532.2544
2007,Other Agencies,S,Always Small Vendor,PDuns,0,1,1,25960,26211,1223960,9445025234.7680
2007,Other Agencies,S,Always Small Vendor,PDuns,1,0,0,23,23,27,-13625.5997
2007,Other Agencies,S,Always Small Vendor,PDuns,1,0,1,38,38,62,366788.0895
2007,Other Agencies,S,Always Small Vendor,PDuns,1,1,1,45,51,74,2408320.1448
2007,Other Agencies,S,Always Small Vendor,PID,NULL,1,1,1,1,0,0.0000
2007,Other Agencies,S,Always Small Vendor,PID,0,0,0,15,15,76,65053.1901
2007,Other Agencies,S,Always Small Vendor,PID,0,0,1,18,18,49,182250.4903
2007,Other Agencies,S,Always Small Vendor,PID,0,1,1,180,180,20527,575239614.4058
2007,Other Agencies,U,Unlabeled Vendor,Duns,0,1,1,2,1,2,1486621.4805
2007,Other Agencies,U,Unlabeled Vendor,Name,0,0,0,2,2,3,-1040.5000
2007,Other Agencies,U,Unlabeled Vendor,Name,0,1,1,2,1,5,280298.9688
2007,State and IAP,B,Big Five,PID,0,1,1,4,4,187,331156382.9256
2007,State and IAP,L,Large Vendor,PDuns,0,1,1,17,37,338,98112600.5430
2007,State and IAP,L,Large Vendor,PDuns,1,1,1,1,2,4,126844.3973
2007,State and IAP,L,Large Vendor,PID,0,1,1,95,95,3247,1781379119.9958
2007,State and IAP,L,Large Vendor,PID,1,1,1,2,2,2,100000.0000
2007,State and IAP,M,Medium Vendor,PDuns,NULL,0,0,20,20,3,12296.7700
2007,State and IAP,M,Medium Vendor,PDuns,NULL,0,1,10,10,2,47137.0000
2007,State and IAP,M,Medium Vendor,PDuns,NULL,1,1,28,28,5,2586072.8130
2007,State and IAP,M,Medium Vendor,PDuns,0,0,0,53,53,64,161985.3305
2007,State and IAP,M,Medium Vendor,PDuns,0,0,1,159,160,309,1925494.8008
2007,State and IAP,M,Medium Vendor,PDuns,0,1,1,270,275,884,164113761.3554
2007,State and IAP,M,Medium Vendor,PDuns,1,0,0,118,118,165,157263.6093
2007,State and IAP,M,Medium Vendor,PDuns,1,0,1,129,129,285,1696639.6887
2007,State and IAP,M,Medium Vendor,PDuns,1,1,1,430,430,1236,484851177.2498
2007,State and IAP,M,Medium Vendor,PID,NULL,0,1,1,1,0,1611.0000
2007,State and IAP,M,Medium Vendor,PID,0,0,1,2,2,2,12999.0000
2007,State and IAP,M,Medium Vendor,PID,0,1,1,50,50,871,1949811092.0552
2007,State and IAP,M,Medium Vendor,PID,1,0,0,1,1,1,2800.0801
2007,State and IAP,M,Medium Vendor,PID,1,0,1,1,1,1,11625.3896
2007,State and IAP,M,Medium Vendor,PID,1,1,1,19,19,80,106025462.3717
2007,State and IAP,N,Sometimes Small Vendor,Duns,0,1,1,5,4,179325,863166550.8705
2007,State and IAP,N,Sometimes Small Vendor,PDuns,NULL,0,0,4,4,0,0.0000
2007,State and IAP,N,Sometimes Small Vendor,PDuns,NULL,1,1,2,2,0,147628.6300
2007,State and IAP,N,Sometimes Small Vendor,PDuns,0,0,0,26,26,85,-80177.0898
2007,State and IAP,N,Sometimes Small Vendor,PDuns,0,0,1,221,221,366,2009128.2970
2007,State and IAP,N,Sometimes Small Vendor,PDuns,0,1,1,1383,1517,8531,710370209.3834
2007,State and IAP,N,Sometimes Small Vendor,PDuns,1,0,1,2,2,2,22299.9805
2007,State and IAP,N,Sometimes Small Vendor,PDuns,1,1,1,20,20,84,17722661.9932
2007,State and IAP,N,Sometimes Small Vendor,PID,0,0,0,1,1,1,1328.0400
